Treatment,Timepoint,Replicate,BIM_mix,Escape_phage,Tracked_BIM,SM_count,CRISPR_count,BIM_count,white_count,dilution,SM_CFU,CRISPR_CFU,BIM_CFU,white_CFU,total_CFU,mSM,mCRISPR,mBIM,rCRISPR,rBIM
1_control,3,2,2,ancestral,4,19,4,4,NA,1.00E+06,1.90E+08,4.00E+07,4.00E+07,0,2.30E+08,-0.650665325,-0.62838893,-0.62838893,0.022276395,0.022276395
1_control,3,3,3,ancestral,7,34,0,0,NA,1.00E+06,3.40E+08,1,1,0,3.40E+08,-0.413003755,-7.602059991,-7.602059991,-7.189056236,-7.189056236
1_control,3,4,4,ancestral,10,33,1,1,NA,1.00E+06,3.30E+08,1.00E+07,1.00E+07,0,3.40E+08,-0.79535328,-1.079181246,-1.079181246,-0.283827966,-0.283827966
1_control,3,5,5,ancestral,14,23,36,36,NA,1.00E+06,2.30E+08,3.60E+08,3.60E+08,0,5.90E+08,-0.49560466,0.176091259,0.176091259,0.671695919,0.671695919
1_control,3,6,6,ancestral,17,16,0,0,NA,1.00E+06,1.60E+08,1,1,0,1.60E+08,-0.210853365,-7.477121255,-7.477121255,-7.266267889,-7.266267889
1_control,3,7,7,ancestral,19,29,1,1,NA,1.00E+06,2.90E+08,1.00E+07,1.00E+07,0,3.00E+08,0.100670162,7,7,6.899329838,6.899329838
1_control,3,8,8,ancestral,22,23,1,1,NA,1.00E+06,2.30E+08,1.00E+07,1.00E+07,0,2.40E+08,0,-0.77815125,-0.77815125,-0.77815125,-0.77815125
1_control,3,9,9,ancestral,1,40,4,4,NA,1.00E+06,4.00E+08,4.00E+07,4.00E+07,0,4.40E+08,0.139661993,0.301029996,0.301029996,0.161368002,0.161368002
1_control,3,10,10,ancestral,4,36,5,5,NA,1.00E+06,3.60E+08,5.00E+07,5.00E+07,0,4.10E+08,-0.307020359,-0.380211242,-0.380211242,-0.073190882,-0.073190882
1_control,3,11,11,ancestral,7,21,5,5,NA,1.00E+06,2.10E+08,5.00E+07,5.00E+07,0,2.60E+08,-0.393784049,-0.301029996,-0.301029996,0.092754053,0.092754053
1_control,3,12,12,ancestral,10,20,1,1,NA,1.00E+06,2.00E+08,1.00E+07,1.00E+07,0,2.10E+08,-0.491361694,-0.301029996,-0.301029996,0.190331698,0.190331698
1_control,3,13,13,ancestral,14,110,8,8,NA,1.00E+06,1.10E+09,8.00E+07,8.00E+07,0,1.18E+09,0.087150176,0.425968732,0.425968732,0.338818557,0.338818557
1_control,3,14,14,ancestral,17,47,4,4,NA,1.00E+06,4.70E+08,4.00E+07,4.00E+07,0,5.10E+08,-0.230992129,7.602059991,7.602059991,7.83305212,7.83305212
1_control,3,15,15,ancestral,19,192,8,8,NA,1.00E+06,1.92E+09,8.00E+07,8.00E+07,0,2.00E+09,0.176091259,-0.574031268,-0.574031268,-0.750122527,-0.750122527
1_control,3,16,16,ancestral,22,528,120,120,NA,1.00E+06,5.28E+09,1.20E+09,1.20E+09,0,6.48E+09,0.982271233,1.037788561,1.037788561,0.055517328,0.055517328
1_control,3,17,17,ancestral,1,64,17,17,NA,1.00E+06,6.40E+08,1.70E+08,1.70E+08,0,8.10E+08,0.15296746,0.054357662,0.054357662,-0.098609798,-0.098609798
1_control,3,18,18,ancestral,4,58,2,2,NA,1.00E+06,5.80E+08,2.00E+07,2.00E+07,0,6.00E+08,-0.093904503,-0.397940009,-0.397940009,-0.304035506,-0.304035506
1_control,3,19,19,ancestral,7,46,4,4,NA,1.00E+06,4.60E+08,4.00E+07,4.00E+07,0,5.00E+08,0.43230891,0.602059991,0.602059991,0.169751081,0.169751081
1_control,3,20,20,ancestral,10,25,32,32,NA,1.00E+06,2.50E+08,3.20E+08,3.20E+08,0,5.70E+08,-0.264817823,-0.157607853,-0.157607853,0.10720997,0.10720997
1_control,3,21,21,ancestral,14,134,7,7,NA,1.00E+06,1.34E+09,7.00E+07,7.00E+07,0,1.41E+09,0.765376962,0.544068044,0.544068044,-0.221308918,-0.221308918
1_control,3,22,22,ancestral,17,69,11,11,NA,1.00E+06,6.90E+08,1.10E+08,1.10E+08,0,8.00E+08,0.185636577,0.740362689,0.740362689,0.554726113,0.554726113
1_control,3,23,23,ancestral,19,33,2,2,NA,1.00E+06,3.30E+08,2.00E+07,2.00E+07,0,3.50E+08,-0.356547324,0.301029996,0.301029996,0.657577319,0.657577319
1_control,3,24,24,ancestral,22,26,2,2,NA,1.00E+06,2.60E+08,2.00E+07,2.00E+07,0,2.80E+08,-0.618450408,0,0,0.618450408,0.618450408
12,0,1,01-Dec,1,1,15,25,1,24,10000,1500000,2500000,1.00E+05,2400000,4.00E+06,,,,0,0
12,0,2,01-Dec,4,4,12,17,2,15,10000,1200000,1700000,2.00E+05,1500000,2900000,,,,0,0
12,0,3,01-Dec,7,7,NA,0,NA,NA,NA,1,1,1,0,0,,,,0,0
12,0,4,01-Dec,10,10,28,26,2,24,1000,280000,260000,20000,240000,540000,,,,0,0
12,0,5,13-24,14,14,31,18,3,15,10000,3100000,1800000,3.00E+05,1500000,4900000,,,,0,0
12,0,6,13-25,17,17,29,28,5,23,1000,290000,280000,50000,230000,570000,,,,0,0
12,0,7,13-26,19,19,20,26,1,25,1000,2.00E+05,260000,10000,250000,460000,,,,0,0
12,0,8,13-27,22,22,21,19,2,17,10000,2100000,1900000,2.00E+05,1700000,4.00E+06,,,,0,0
12,1,1,01-Dec,1,1,32,48,3,45,1.00E+06,3.20E+08,4.80E+08,3.00E+07,450000000,8.00E+08,2.329058719,2.283301229,2.477121255,-0.045757491,0.193820026
12,1,2,01-Dec,4,4,20,24,2,22,1.00E+06,2.00E+08,2.40E+08,3.00E+07,220000000,4.40E+08,2.22184875,2.14976232,2.176091259,-0.072086429,0.026328939
12,1,3,01-Dec,7,7,40,34,4,30,1.00E+05,4.00E+07,3.40E+07,2.00E+06,30000000,7.40E+07,7.602059991,7.531478917,6.301029996,-0.070581074,-1.230448921
12,1,4,01-Dec,10,10,37,29,2,27,1.00E+06,3.70E+08,2.90E+08,2.00E+07,270000000,6.60E+08,3.121043693,3.04742465,3,-0.073619043,-0.04742465
12,1,5,13-24,14,14,52,52,2,50,1.00E+06,5.20E+08,5.20E+08,2.00E+07,500000000,1.04E+09,2.22464165,2.460730839,1.823908741,0.236089189,-0.636822098
12,1,6,13-25,17,17,22,24,3,21,1.00E+06,2.20E+08,2.40E+08,2.00E+07,210000000,4.60E+08,2.880024683,2.93305321,2.602059991,0.053028527,-0.330993219
12,1,7,13-26,19,19,12,8,2,6,1.00E+06,1.20E+08,8.00E+07,3.00E+07,60000000,2.00E+08,2.77815125,2.488116639,3.477121255,-0.290034611,0.989004616
12,1,8,13-27,22,22,25,23,2,21,1.00E+06,2.50E+08,2.30E+08,2.00E+07,210000000,4.80E+08,2.075720714,2.082974235,2,0.007253521,-0.082974235
12,2,1,01-Dec,1,1,37,50,1,49,1.00E+06,3.70E+08,5.00E+08,1.00E+07,490000000,8.70E+08,0.063051746,0.017728767,-0.477121255,-0.045322979,-0.494850022
12,2,2,01-Dec,4,4,43,38,1,37,1.00E+06,4.30E+08,3.80E+08,1.00E+07,370000000,8.10E+08,0.33243846,0.199572355,-0.477121255,-0.132866105,-0.67669361
12,2,3,01-Dec,7,7,90,64,2,62,1.00E+06,9.00E+08,6.40E+08,2.00E+07,620000000,1.54E+09,1.352182518,1.274701057,1,-0.077481461,-0.274701057
12,2,4,01-Dec,10,10,NA,0,NA,NA,NA,1,1,1,0,0,-8.568201724,-8.462397998,-7.301029996,0.105803726,1.161368002
12,2,5,13-24,14,14,106,47,5,42,1.00E+06,1.06E+09,4.70E+08,5.00E+07,420000000,1.53E+09,0.309302522,-0.043905486,0.397940009,-0.353208007,0.441845494
12,2,6,13-25,17,17,30,12,1,11,1.00E+06,3.00E+08,1.20E+08,1.00E+07,110000000,4.20E+08,0.134698574,-0.301029996,-0.301029996,-0.43572857,0
12,2,7,13-26,19,19,23,22,5,17,1.00E+06,2.30E+08,2.20E+08,5.00E+07,170000000,4.50E+08,0.28254659,0.439332694,0.22184875,0.156786104,-0.217483944
12,2,8,13-27,22,22,110,67,3,64,1.00E+06,1.10E+09,6.70E+08,3.00E+07,640000000,1.77E+09,0.643452676,0.464346967,0.176091259,-0.17910571,-0.288255708
12,3,1,01-Dec,1,1,NA,0,NA,NA,NA,1,1,1,0,0,-8.568201724,-8.698970004,-7,-0.13076828,1.698970004
12,3,2,01-Dec,4,4,NA,0,NA,NA,NA,1,1,1,0,0,-8.633468456,-8.579783597,-7,0.053684859,1.579783597
12,3,3,01-Dec,7,7,20,10,1,9,1.00E+06,2.00E+08,1.00E+08,1.00E+07,90000000,3.00E+08,-0.653212514,-0.806179974,-0.301029996,-0.15296746,0.505149978
12,3,4,01-Dec,10,10,NA,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0
12,3,5,13-24,14,14,12,10,1,9,1.00E+06,1.20E+08,1.00E+08,1.00E+07,90000000,2.20E+08,-0.946124619,-0.672097858,-0.698970004,0.274026761,-0.026872146
12,3,6,13-25,17,17,9,12,1,11,1.00E+06,9.00E+07,1.20E+08,1.00E+07,110000000,2.10E+08,-0.522878745,0,0,0.522878745,0
12,3,7,13-26,19,19,12,13,5,8,1.00E+06,1.20E+08,1.30E+08,5.00E+07,80000000,2.50E+08,-0.28254659,-0.228479329,0,0.054067261,0.228479329
12,3,8,13-27,22,22,25,15,2,13,1.00E+06,2.50E+08,1.50E+08,2.00E+07,130000000,4.00E+08,-0.643452676,-0.649983544,-0.176091259,-0.006530867,0.473892285
24,0,1,Jan-24,1,1,23,13,1,12,10000,2300000,1300000,1.00E+05,1200000,3600000,,,,0,0
24,0,2,Jan-24,4,4,35,50,7,43,1000,350000,5.00E+05,70000,430000,850000,,,,0,0
24,0,3,Jan-24,7,7,11,11,1,10,10000,1100000,1100000,1.00E+05,1000000,2200000,,,,0,0
24,0,4,Jan-24,10,10,21,31,2,29,1000,210000,310000,20000,290000,520000,,,,0,0
24,0,5,Jan-24,13,13,31,18,3,15,1000,310000,180000,30000,150000,490000,,,,0,0
24,0,6,Jan-24,16,16,42,51,3,48,1000,420000,510000,30000,480000,930000,,,,0,0
24,0,7,Jan-24,19,19,32,62,1,61,1000,320000,620000,10000,610000,940000,,,,0,0
24,0,8,Jan-24,22,22,27,48,3,45,1000,270000,480000,30000,450000,750000,,,,0,0
24,1,1,Jan-24,1,1,39,43,4,39,1.00E+06,3.90E+08,4.30E+08,4.00E+07,390000000,8.20E+08,2.229336771,2.519525103,2.602059991,0.290188332,0.082534888
24,1,2,Jan-24,4,4,36,23,1,22,1.00E+06,3.60E+08,2.30E+08,1.00E+07,220000000,5.90E+08,3.012234456,2.662757832,2.15490196,-0.349476625,-0.507855872
24,1,3,Jan-24,7,7,35,46,2,44,1.00E+06,3.50E+08,4.60E+08,2.00E+07,440000000,8.10E+08,2.502675359,2.621365147,2.301029996,0.118689787,-0.320335151
24,1,4,Jan-24,10,10,63,53,1,52,1.00E+05,6.30E+07,5.30E+07,1.00E+06,52000000,1.16E+08,2.477121255,2.232914176,1.698970004,-0.244207079,-0.533944171
24,1,5,Jan-24,13,13,73,33,2,31,1.00E+06,7.30E+08,3.30E+08,2.00E+07,310000000,1.06E+09,3.371961166,3.263241435,2.823908741,-0.108719732,-0.439332694
24,1,6,Jan-24,16,16,36,36,1,35,1.00E+05,3.60E+07,3.60E+07,1.00E+06,35000000,7.20E+07,1.93305321,1.848732325,1.522878745,-0.084320886,-0.325853579
24,1,7,Jan-24,19,19,30,40,1,39,1.00E+06,3.00E+08,4.00E+08,1.00E+07,390000000,7.00E+08,2.971971276,2.809668302,3,-0.162302975,0.190331698
24,1,8,Jan-24,22,22,16,17,1,16,1.00E+06,1.60E+08,1.70E+08,1.00E+07,160000000,3.30E+08,2.772756218,2.549207684,2.522878745,-0.223548534,-0.026328939
24,2,1,Jan-24,1,1,33,25,2,23,1.00E+06,3.30E+08,2.50E+08,2.00E+07,230000000,5.80E+08,-0.072550667,-0.235528447,-0.301029996,-0.16297778,-0.065501549
24,2,2,Jan-24,4,4,24,19,2,17,1.00E+06,2.40E+08,1.90E+08,2.00E+07,170000000,4.30E+08,-0.176091259,-0.082974235,0.301029996,0.093117024,0.384004231
24,2,3,Jan-24,7,7,NA,0,NA,NA,NA,1,1,1,0,0,-8.544068044,-8.662757832,-7.301029996,-0.118689787,1.361727836
24,2,4,Jan-24,10,10,27,18,1,17,1.00E+06,2.70E+08,1.80E+08,1.00E+07,170000000,4.50E+08,0.632023215,0.530996636,1,-0.101026579,0.469003364
24,2,5,Jan-24,13,13,223,10,1,9,1.00E+06,2.23E+09,1.00E+08,1.00E+07,90000000,2.33E+09,0.484982003,-0.51851394,-0.301029996,-1.003495943,0.217483944
24,2,6,Jan-24,16,16,48,55,3,52,1.00E+06,4.80E+08,5.50E+08,3.00E+07,520000000,1.03E+09,1.124938737,1.184060189,1.477121255,0.059121452,0.293061066
24,2,7,Jan-24,19,19,42,38,1,37,1.00E+06,4.20E+08,3.80E+08,1.00E+07,370000000,8.00E+08,0.146128036,-0.022276395,0,-0.16840443,0.022276395
24,2,8,Jan-24,22,22,18,23,1,22,1.00E+06,1.80E+08,2.30E+08,1.00E+07,220000000,4.10E+08,0.051152522,0.131278915,0,0.080126392,-0.131278915
24,3,1,Jan-24,1,1,NA,0,NA,NA,NA,1,1,1,0,0,-8.51851394,-8.397940009,-7.301029996,0.120573931,1.096910013
24,3,2,Jan-24,4,4,8,23,1,22,1.00E+06,8.00E+07,2.30E+08,1.00E+07,220000000,3.10E+08,-0.477121255,0.082974235,-0.301029996,0.56009549,-0.384004231
24,3,3,Jan-24,7,7,NA,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0
24,3,4,Jan-24,10,10,49,29,1,28,1.00E+06,4.90E+08,2.90E+08,1.00E+07,280000000,7.80E+08,0.258832316,0.207125493,0,-0.051706823,-0.207125493
24,3,5,Jan-24,13,13,20,18,3,15,1.00E+06,2.00E+08,1.80E+08,3.00E+07,150000000,3.80E+08,-1.047274867,0.255272505,0.477121255,1.302547372,0.22184875
24,3,6,Jan-24,16,16,NA,0,NA,NA,NA,1,1,1,0,0,-8.681241237,-8.740362689,-7.477121255,-0.059121452,1.263241435
24,3,7,Jan-24,19,19,11,16,4,12,1.00E+06,1.10E+08,1.60E+08,4.00E+07,120000000,2.70E+08,-0.581856605,-0.375663614,0.602059991,0.206192991,0.977723605
24,3,8,Jan-24,22,22,51,39,2,37,1.00E+06,5.10E+08,3.90E+08,2.00E+07,370000000,9.00E+08,0.452297671,0.229336771,0.301029996,-0.2229609,0.071693225
24_control,0,1,Jan-24,ancestral,1,22,12,1,11,10000,2200000,1200000,1.00E+05,1100000,3400000,,,,0,0
24_control,0,2,Jan-24,ancestral,4,37,60,6,54,1000,370000,6.00E+05,60000,540000,970000,,,,0,0
24_control,0,3,Jan-24,ancestral,7,NA,0,NA,NA,NA,1,1,1,0,0,,,,0,0
24_control,0,4,Jan-24,ancestral,10,10,20,4,16,1000,1.00E+05,2.00E+05,40000,160000,3.00E+05,,,,0,0
24_control,0,5,Jan-24,ancestral,13,16,22,2,20,10000,1600000,2200000,2.00E+05,2000000,3800000,,,,0,0
24_control,0,6,Jan-24,ancestral,16,6,16,1,15,10000,6.00E+05,1600000,1.00E+05,1500000,2200000,,,,0,0
24_control,0,7,Jan-24,ancestral,19,6,14,1,13,10000,6.00E+05,1400000,1.00E+05,1300000,2.00E+06,,,,0,0
24_control,0,8,Jan-24,ancestral,22,NA,0,NA,NA,NA,1,1,1,0,0,,,,0,0
24_control,1,1,Jan-24,ancestral,1,NA,0,NA,NA,NA,1,1,1,0,0,-6.342422681,-6.079181246,-5,0.263241435,1.079181246
24_control,1,2,Jan-24,ancestral,4,38,33,2,31,1.00E+06,3.80E+08,3.30E+08,2.00E+07,310000000,7.10E+08,3.011581873,2.740362689,2.522878745,-0.271219183,-0.217483944
24_control,1,3,Jan-24,ancestral,7,33,23,1,22,1.00E+06,3.30E+08,2.30E+08,1.00E+07,220000000,5.60E+08,8.51851394,8.361727836,7,-0.156786104,-1.361727836
24_control,1,4,Jan-24,ancestral,10,11,14,1,13,1.00E+06,1.10E+08,1.40E+08,1.00E+07,130000000,2.50E+08,3.041392685,2.84509804,2.397940009,-0.196294645,-0.447158031
24_control,1,5,Jan-24,ancestral,13,30,60,3,57,1.00E+06,3.00E+08,6.00E+08,3.00E+07,570000000,9.00E+08,2.273001272,2.43572857,2.176091259,0.162727297,-0.259637311
24_control,1,6,Jan-24,ancestral,16,18,24,2,22,1.00E+05,1.80E+07,2.40E+07,2.00E+06,22000000,4.20E+07,1.477121255,1.176091259,1.301029996,-0.301029996,0.124938737
24_control,1,7,Jan-24,ancestral,19,27,34,1,33,1.00E+06,2.70E+08,3.40E+08,1.00E+07,330000000,6.10E+08,2.653212514,2.385350881,2,-0.267861632,-0.385350881
24_control,1,8,Jan-24,ancestral,22,19,20,1,19,1.00E+06,1.90E+08,2.00E+08,1.00E+07,190000000,3.90E+08,8.278753601,8.301029996,7,0.022276395,-1.301029996
24_control,2,1,Jan-24,ancestral,1,31,16,3,13,1.00E+06,3.10E+08,1.60E+08,3.00E+07,130000000,4.70E+08,8.491361694,8.204119983,7.477121255,-0.287241711,-0.726998728
24_control,2,2,Jan-24,ancestral,4,52,31,3,28,1.00E+06,5.20E+08,3.10E+08,3.00E+07,280000000,8.30E+08,0.136219747,-0.027152246,0.176091259,-0.163371993,0.203243505
24_control,2,3,Jan-24,ancestral,7,140,129,3,126,1.00E+06,1.40E+09,1.29E+09,3.00E+07,1260000000,2.69E+09,0.627614096,0.748861874,0.477121255,0.121247778,-0.27174062
24_control,2,4,Jan-24,ancestral,10,36,20,1,19,1.00E+06,3.60E+08,2.00E+08,1.00E+07,190000000,5.60E+08,0.514909816,0.15490196,0,-0.360007856,-0.15490196
24_control,2,5,Jan-24,ancestral,13,96,98,2,96,1.00E+06,9.60E+08,9.80E+08,2.00E+07,960000000,1.94E+09,0.505149978,0.213074825,-0.176091259,-0.292075153,-0.389166084
24_control,2,6,Jan-24,ancestral,16,25,36,2,34,1.00E+06,2.50E+08,3.60E+08,2.00E+07,340000000,6.10E+08,1.142667504,1.176091259,1,0.033423755,-0.176091259
24_control,2,7,Jan-24,ancestral,19,30,25,1,24,1.00E+06,3.00E+08,2.50E+08,1.00E+07,240000000,5.50E+08,0.045757491,-0.133538908,0,-0.179296399,0.133538908
24_control,2,8,Jan-24,ancestral,22,49,52,3,49,1.00E+06,4.90E+08,5.20E+08,3.00E+07,490000000,1.01E+09,0.411442479,0.414973348,0.477121255,0.003530869,0.062147907
24_control,3,1,Jan-24,ancestral,1,23,19,2,17,1.00E+06,2.30E+08,1.90E+08,2.00E+07,170000000,4.20E+08,-0.129633858,0.074633618,-0.176091259,0.204267476,-0.250724877
24_control,3,2,Jan-24,ancestral,4,42,62,7,55,1.00E+06,4.20E+08,6.20E+08,7.00E+07,550000000,1.04E+09,-0.092754053,0.301029996,0.367976785,0.393784049,0.06694679
24_control,3,3,Jan-24,ancestral,7,NA,0,NA,NA,NA,1,1,1,0,0,-9.146128036,-9.11058971,-7.477121255,0.035538325,1.633468456
24_control,3,4,Jan-24,ancestral,10,27,20,1,19,1.00E+06,2.70E+08,2.00E+08,1.00E+07,190000000,4.70E+08,-0.124938737,0,0,0.124938737,0
24_control,3,5,Jan-24,ancestral,13,NA,0,NA,NA,NA,1,1,1,0,0,-8.982271233,-8.991226076,-7.301029996,-0.008954843,1.69019608
24_control,3,6,Jan-24,ancestral,16,NA,0,NA,NA,NA,1,1,1,0,0,-8.397940009,-8.556302501,-7.301029996,-0.158362492,1.255272505
24_control,3,7,Jan-24,ancestral,19,73,56,4,52,1.00E+06,7.30E+08,5.60E+08,4.00E+07,520000000,1.29E+09,0.386201605,0.350248018,0.602059991,-0.035953587,0.251811973
24_control,3,8,Jan-24,ancestral,22,19,15,2,13,1.00E+06,1.90E+08,1.50E+08,2.00E+07,130000000,3.40E+08,-0.411442479,-0.539912085,-0.176091259,-0.128469606,0.363820826
3,0,1,01-Mar,1,1,21,10,8,2,10000,2100000,1.00E+06,8.00E+05,200000,3100000,,,,0,0
3,0,2,04-Jun,4,4,8,37,8,29,10000,8.00E+05,3700000,8.00E+05,2900000,4500000,,,,0,0
3,0,3,07-Sep,7,7,11,22,8,14,10000,1100000,2200000,8.00E+05,1400000,3300000,,,,0,0
3,0,4,Oct-13,10,10,11,14,4,10,10000,1100000,1400000,4.00E+05,1000000,2500000,,,,0,0
3,0,5,14-16,14,14,11,9,3,6,10000,1100000,9.00E+05,3.00E+05,600000,2.00E+06,,,,0,0
3,0,6,17-19,17,17,12,10,3,7,10000,1200000,1.00E+06,3.00E+05,700000,2200000,,,,0,0
3,0,7,19-21,19,19,12,14,3,11,10000,1200000,1400000,3.00E+05,1100000,2600000,,,,0,0
3,0,8,22-24,22,22,17,11,5,6,10000,1700000,1100000,5.00E+05,600000,2800000,,,,0,0
3,1,1,01-Mar,1,1,452,176,36,140,1.00E+06,4.52E+09,1.76E+09,3.60E+08,1400000000,6.28E+09,3.33291914,3.245512668,2.653212514,-0.087406472,-0.592300154
3,1,2,04-Jun,4,4,19,16,0,16,1.00E+06,1.90E+08,1.60E+08,1,160000000,3.50E+08,2.375663614,1.635918259,-5.903089987,-0.739745355,-7.539008246
3,1,3,07-Sep,7,7,14,14,1,13,1.00E+06,1.40E+08,1.40E+08,1.00E+07,130000000,2.80E+08,2.104735351,1.803705355,1.096910013,-0.301029996,-0.706795342
3,1,4,Oct-13,10,10,15,10,0,10,1.00E+06,1.50E+08,1.00E+08,1,100000000,2.50E+08,2.134698574,1.853871964,-5.602059991,-0.28082661,-7.455931956
3,1,5,14-16,14,14,16,16,1,15,1.00E+06,1.60E+08,1.60E+08,1.00E+07,150000000,3.20E+08,2.162727297,2.249877473,1.522878745,0.087150176,-0.726998728
3,1,6,17-19,17,17,18,10,1,9,1.00E+06,1.80E+08,1.00E+08,1.00E+07,90000000,2.80E+08,2.176091259,2,1.522878745,-0.176091259,-0.477121255
3,1,7,19-21,19,19,13,18,4,14,1.00E+06,1.30E+08,1.80E+08,4.00E+07,140000000,3.10E+08,2.034762106,2.109144469,2.124938737,0.074382363,0.015794267
3,1,8,22-24,22,22,19,10,1,9,1.00E+06,1.90E+08,1.00E+08,1.00E+07,90000000,2.90E+08,2.04830468,1.958607315,1.301029996,-0.089697365,-0.657577319
3,2,1,01-Mar,1,1,65,6,1,5,1.00E+06,6.50E+08,6.00E+07,1.00E+07,50000000,7.10E+08,-0.842225078,-1.467361417,-1.556302501,-0.625136339,-0.088941083
3,2,2,04-Jun,4,4,23,39,0,39,1.00E+06,2.30E+08,3.90E+08,1,390000000,6.20E+08,0.082974235,0.386944624,0,0.303970389,-0.386944624
3,2,3,07-Sep,7,7,42,31,4,27,1.00E+06,4.20E+08,3.10E+08,4.00E+07,270000000,7.30E+08,0.477121255,0.345233658,0.602059991,-0.131887597,0.256826333
3,2,4,Oct-13,10,10,41,15,0,15,1.00E+06,4.10E+08,1.50E+08,1,150000000,5.60E+08,0.436692598,0.176091259,0,-0.260601339,-0.176091259
3,2,5,14-16,14,14,40,19,2,17,1.00E+06,4.00E+08,1.90E+08,2.00E+07,170000000,5.90E+08,0.397940009,0.074633618,0.301029996,-0.32330639,0.226396377
3,2,6,17-19,17,17,32,25,3,22,1.00E+06,3.20E+08,2.50E+08,3.00E+07,220000000,5.70E+08,0.249877473,0.397940009,0.477121255,0.148062535,0.079181246
3,2,7,19-21,19,19,42,24,20,4,1.00E+06,4.20E+08,2.40E+08,2.00E+08,40000000,6.60E+08,0.509305938,0.124938737,0.698970004,-0.384367201,0.574031268
3,2,8,22-24,22,22,43,20,0,20,1.00E+06,4.30E+08,2.00E+08,1,200000000,6.30E+08,0.354714855,0.301029996,-7,-0.053684859,-7.301029996
3,3,1,01-Mar,1,1,57,2,0,2,1.00E+06,5.70E+08,2.00E+07,1,20000000,5.90E+08,-0.057038501,-0.477121255,-7,-0.420082754,-6.522878745
3,3,2,04-Jun,4,4,25,12,0,12,1.00E+06,2.50E+08,1.20E+08,1,120000000,3.70E+08,0.036212173,-0.511883361,0,-0.548095534,0.511883361
3,3,3,07-Sep,7,7,48,13,3,10,1.00E+06,4.80E+08,1.30E+08,3.00E+07,100000000,6.10E+08,0.057991947,-0.377418342,-0.124938737,-0.435410289,0.252479605
3,3,4,Oct-13,10,10,20,16,0,16,1.00E+06,2.00E+08,1.60E+08,1,160000000,3.60E+08,-0.311753861,0.028028724,0,0.339782585,-0.028028724
3,3,5,14-16,14,14,51,3,1,2,1.00E+06,5.10E+08,3.00E+07,1.00E+07,20000000,5.40E+08,0.105510185,-0.801632346,-0.301029996,-0.907142531,0.500602351
3,3,6,17-19,17,17,19,3,0,3,1.00E+06,1.90E+08,3.00E+07,1,30000000,2.20E+08,-0.226396377,-0.920818754,-7.477121255,-0.694422377,-6.556302501
3,3,7,19-21,19,19,9,35,19,16,1.00E+06,9.00E+07,3.50E+08,1.90E+08,160000000,4.40E+08,-0.669006781,0.163856803,-0.022276395,0.832863584,-0.186133197
3,3,8,22-24,22,22,35,12,0,12,1.00E+06,3.50E+08,1.20E+08,1,120000000,4.70E+08,-0.089400411,-0.22184875,0,-0.132448338,0.22184875
6,0,1,01-Jun,1,1,18,13,1,12,10000,1800000,1300000,1.00E+05,1200000,3100000,,,,0,0
6,0,2,01-Jun,4,4,17,17,2,15,10000,1700000,1700000,2.00E+05,1500000,3400000,,,,0,0
6,0,3,07-Dec,7,7,48,67,6,61,1000,480000,670000,60000,610000,1150000,,,,0,0
6,0,4,07-Dec,10,10,12,18,2,16,10000,1200000,1800000,2.00E+05,1600000,3.00E+06,,,,0,0
6,0,5,13-18,14,14,17,5,1,4,10000,1700000,5.00E+05,1.00E+05,400000,2200000,,,,0,0
6,0,6,13-18,17,17,12,9,3,6,10000,1200000,9.00E+05,3.00E+05,600000,2100000,,,,0,0
6,0,7,19-24,19,19,12,10,2,8,10000,1200000,1.00E+06,2.00E+05,800000,2200000,,,,0,0
6,0,8,19-24,22,22,14,10,4,6,10000,1400000,1.00E+06,4.00E+05,600000,2400000,,,,0,0
6,1,1,01-Jun,1,1,12,13,0,13,1.00E+06,1.20E+08,1.30E+08,1,130000000,2.50E+08,1.823908741,2,-5,0.176091259,-7
6,1,2,01-Jun,4,4,8,8,0,8,1.00E+06,8.00E+07,8.00E+07,1,80000000,1.60E+08,1.672641066,1.672641066,-5.301029996,0,-6.973671061
6,1,3,07-Dec,7,7,13,30,3,27,1.00E+06,1.30E+08,3.00E+08,3.00E+07,270000000,4.30E+08,2.432702115,2.651046452,2.698970004,0.218344337,0.047923552
6,1,4,07-Dec,10,10,29,76,2,74,1.00E+06,2.90E+08,7.60E+08,2.00E+07,740000000,1.05E+09,2.383216752,2.625541087,2,0.242324335,-0.625541087
6,1,5,13-18,14,14,20,29,4,25,1.00E+06,2.00E+08,2.90E+08,4.00E+07,250000000,4.90E+08,2.070581074,2.763427994,2.602059991,0.692846919,-0.161368002
6,1,6,13-18,17,17,28,39,3,36,1.00E+06,2.80E+08,3.90E+08,3.00E+07,360000000,6.70E+08,2.367976785,2.636822098,2,0.268845312,-0.636822098
6,1,7,19-24,19,19,24,16,3,13,1.00E+06,2.40E+08,1.60E+08,3.00E+07,130000000,4.00E+08,2.301029996,2.204119983,2.176091259,-0.096910013,-0.028028724
6,1,8,19-24,22,22,28,16,3,13,1.00E+06,2.80E+08,1.60E+08,3.00E+07,130000000,4.40E+08,2.301029996,2.204119983,1.875061263,-0.096910013,-0.329058719
